child,parent,source
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap:Assets,auto
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap:Assets,auto
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap:Assets,auto
us-gaap:RestructuringCostsAndAssetImpairmentCharges,us-gaap:Assets,auto
us-gaap:RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,us-gaap:Assets,auto
us-gaap:TaxCreditCarryforwardDeferredTaxAsset,us-gaap:Assets,auto
us-gaap:TaxCutsAndJobsActOf2017IncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:TreasuryStockAcquiredAverageCostPerShare,us-gaap:StockholdersEquity,auto
us-gaap:TreasuryStockRetiredCostMethodAmount,us-gaap:StockholdersEquity,auto
us-gaap:TreasuryStockSharesRetired,us-gaap:StockholdersEquity,auto
us-gaap:FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,us-gaap:Assets,auto
us-gaap:AccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,us-gaap:StockholdersEquity,auto
us-gaap:AcquiredFiniteLivedIntangibleAssetAmount,us-gaap:Assets,auto
us-gaap:AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,us-gaap:Assets,auto
us-gaap:AdditionalPaidInCapital,us-gaap:StockholdersEquity,auto
us-gaap:AssetsFairValueDisclosureNonrecurring,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:CommonStockIssuedEmployeeTrustDeferred,us-gaap:StockholdersEquity,auto
us-gaap:CommonStockSharesHeldInEmployeeTrustShares,us-gaap:StockholdersEquity,auto
us-gaap:ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,us-gaap:Assets,auto
us-gaap:ContractWithCustomerAssetCreditLossExpense,us-gaap:Assets,auto
us-gaap:CostOfServices,us-gaap:CostOfRevenue,auto
us-gaap:DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsOtherComprehensiveLoss,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesFinancingArrangements,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPensionPlanNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanAmountOfEmployerAndRelatedPartySecuritiesIncludedInPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanNoncurrentAssetsForPlanBenefits,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanWeightedAverageAssetAllocations,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:DerivativeAssets,us-gaap:Assets,auto
us-gaap:DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,us-gaap:Assets,auto
us-gaap:DerivativeFairValueOfDerivativeLiability,us-gaap:Liabilities,auto
us-gaap:DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,us-gaap:Liabilities,auto
us-gaap:DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilities,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityCollateralRightToReclaimCashOffset,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,us-gaap:Liabilities,auto
us-gaap:DerivativeNetLiabilityPositionAggregateFairValue,us-gaap:Liabilities,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:Assets,auto
us-gaap:EmployeeRelatedLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets,us-gaap:Assets,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisDerivativeFinancialInstrumentsLiabilities,us-gaap:Liabilities,auto
us-gaap:FairValueOfAssetsAcquired,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInContractWithCustomerAsset,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInContractWithCustomerLiability,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInOtherAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInOtherNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInOtherOperatingLiabilities,us-gaap:Liabilities,auto
us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,us-gaap:CurrentAssets,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,us-gaap:Liabilities,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,us-gaap:Liabilities,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,us-gaap:Liabilities,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,us-gaap:Liabilities,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,us-gaap:Liabilities,auto
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,us-gaap:Liabilities,auto
us-gaap:Liabilities,us-gaap:Liabilities,auto
us-gaap:NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired,us-gaap:Assets,auto
us-gaap:OtherAccruedLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:OtherRestrictedAssetsCurrent,us-gaap:Assets,auto
us-gaap:PaymentsToAcquireIntangibleAssets,us-gaap:Assets,auto
us-gaap:RetainedEarningsUndistributedEarningsFromEquityMethodInvestees,us-gaap:StockholdersEquity,auto
us-gaap:SegmentReportingInformationAssets,us-gaap:Assets,auto
us-gaap:TreasuryStockSharesAcquired,us-gaap:StockholdersEquity,auto
us-gaap:TreasuryStockValueAcquiredCostMethod,us-gaap:StockholdersEquity,auto
us-gaap:ContractWithCustomerAssetAllowanceForCreditLossWriteoff,us-gaap:Assets,auto
us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:TreasuryStockCommonValue,us-gaap:StockholdersEquity,auto
us-gaap:SegmentExpenditureAdditionToLongLivedAssets,us-gaap:Assets,auto
us-gaap:GovernmentAssistanceLiability,us-gaap:Liabilities,auto
us-gaap:PreferredStockDividendsIncomeStatementImpact,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockDividendsPerShareCashPaid,us-gaap:StockholdersEquity,auto
us-gaap:AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap:Assets,auto
us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap:Liabilities,auto
us-gaap:AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:AccountsPayableAndOtherAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,us-gaap:StockholdersEquity,auto
us-gaap:AssetManagementFees,us-gaap:Assets,auto
us-gaap:AssetManagementFees1,us-gaap:Assets,auto
us-gaap:AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,us-gaap:Assets,auto
us-gaap:CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorPurchasesOfDelinquentOrForeclosedAssets,us-gaap:Assets,auto
us-gaap:CommonStockHeldInTrust,us-gaap:StockholdersEquity,auto
us-gaap:ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding,us-gaap:Assets,auto
us-gaap:ContractWithCustomerRefundLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:CreditRiskDerivativeAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:CreditRiskDerivativeLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:CustomerLoyaltyProgramLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesMortgageServicingRights,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesPropertyPlantAndEquipment,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesTaxDeferredIncome,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanChangeInFairValueOfPlanAssetsLevel3ReconciliationPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlanAssetsLevel3ReconciliationDecreaseForSettlement,us-gaap:Assets,auto
us-gaap:DerivativeAssetDesignatedAsHedgingInstrumentFairValue,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,us-gaap:Assets,auto
us-gaap:DerivativeAssetNotDesignatedAsHedgingInstrumentFairValue,us-gaap:Assets,auto
us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeAssets,us-gaap:Assets,auto
us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityNotDesignatedAsHedgingInstrumentFairValue,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangement,us-gaap:Liabilities,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisLoansReceivable,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisServicingRights,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets,us-gaap:Assets,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisObligations,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisSecuritiesSoldNotYetPurchased,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,us-gaap:Liabilities,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,us-gaap:Assets,auto
us-gaap:FairValueOptionCreditRiskGainsLossesOnAssets,us-gaap:Assets,auto
us-gaap:FairValueOptionCreditRiskGainsLossesOnLiabilities,us-gaap:Liabilities,auto
us-gaap:FairValueOptionLoansHeldAsAssetsAggregateDifference,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInTradingLiabilities,us-gaap:Liabilities,auto
us-gaap:InterestBearingDepositLiabilitiesDomestic,us-gaap:Liabilities,auto
us-gaap:InterestBearingDepositLiabilitiesForeign,us-gaap:Liabilities,auto
us-gaap:InterestExpenseTradingLiabilities,us-gaap:Liabilities,auto
us-gaap:NetInvestmentHedgeDerivativeLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,us-gaap:Assets,auto
us-gaap:NoninterestBearingDepositLiabilitiesDomestic,us-gaap:Liabilities,auto
us-gaap:NoninterestBearingDepositLiabilitiesForeign,us-gaap:Liabilities,auto
us-gaap:OffBalanceSheetCreditLossLiability,us-gaap:Liabilities,auto
us-gaap:OffBalanceSheetCreditLossLiabilityChangeInMethodCreditLossExpenseReversal,us-gaap:Liabilities,auto
us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent,us-gaap:Liabilities,auto
us-gaap:OtherIntangibleAssetsNet,us-gaap:Assets,auto
us-gaap:OtherLiabilities,us-gaap:Liabilities,auto
us-gaap:PreferredStockDividends,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockIncludingAdditionalPaidInCapitalNetOfDiscount,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockLiquidationPreferenceValue,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockRedemptionPremium,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockRedemptionPricePerShare,us-gaap:StockholdersEquity,auto
us-gaap:QualitativeAndQuantitativeInformationAssetsOrLiabilitiesForTransferorsContinuingInvolvementInSecuritizationOrAssetbackedFinancingArrangementPrincipalAmountsOutstanding,us-gaap:Assets,auto
us-gaap:SecuritiesBorrowedLiability,us-gaap:Liabilities,auto
us-gaap:SecuritiesLoanedAsset,us-gaap:Assets,auto
us-gaap:SecuritiesPurchasedUnderAgreementsToResellLiability,us-gaap:Liabilities,auto
us-gaap:SecuritiesSoldUnderAgreementsToRepurchaseAsset,us-gaap:Assets,auto
us-gaap:SegmentReportingInformationIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInPrepaymentSpeed,us-gaap:Assets,auto
us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInPrepaymentSpeed,us-gaap:Assets,auto
us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeedPercent,us-gaap:Assets,auto
us-gaap:ServicingAssetAtAmortizedValueAmortization,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueAmount,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptions,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueDisposals,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueOtherChangesThatAffectBalance,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValuePeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateProvisionalIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalIncomeTaxExpense,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets,us-gaap:Assets,auto
us-gaap:TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets,us-gaap:Assets,auto
us-gaap:TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:TierOneRiskBasedCapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:TierOneRiskBasedCapitalToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:TradingLiabilities,us-gaap:Liabilities,auto
us-gaap:TradingLiabilitiesFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:TransferOfFinancialAssetsAccountedForAsSalesAmountDerecognized,us-gaap:Assets,auto
us-gaap:TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,us-gaap:Assets,auto
us-gaap:DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement,us-gaap:Liabilities,auto
us-gaap:HedgedAssetFairValueHedgeLastOfLayerCumulativeIncreaseDecrease,us-gaap:Assets,auto
us-gaap:HedgedAssetFairValueHedgePortfolioLayerMethodCumulativeIncreaseDecreaseExcludedFromAmortizedCost,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap:Assets,auto
us-gaap:AccountsPayableAndAccruedLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:AdjustmentForLongTermIntercompanyTransactionsTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:AssetsHeldForSaleCurrent,us-gaap:Assets,auto
us-gaap:AssetsHeldForSaleNotPartOfDisposalGroupCurrent,us-gaap:Assets,auto
us-gaap:CommonStockDividendsShares,us-gaap:StockholdersEquity,auto
us-gaap:DeferredTaxAssetsDerivativeInstruments,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsEquityMethodInvestments,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesDerivatives,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesPrepaidPensionCosts,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,us-gaap:Assets,auto
us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,us-gaap:Assets,auto
us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,us-gaap:Liabilities,auto
us-gaap:FairValueHedgeLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMaximum,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMinimum,us-gaap:Assets,auto
us-gaap:GoodwillAndIntangibleAssetImpairment,us-gaap:Assets,auto
us-gaap:ImpairmentOfIntangibleAssetsFinitelived,us-gaap:Assets,auto
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,us-gaap:Assets,auto
us-gaap:IndefiniteLivedIntangibleAssetsWrittenOffRelatedToSaleOfBusinessUnit,us-gaap:Assets,auto
us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,us-gaap:Assets,auto
us-gaap:OtherAssetImpairmentCharges,us-gaap:Assets,auto
us-gaap:TangibleAssetImpairmentCharges,us-gaap:Assets,auto
us-gaap:DeferredOtherTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,us-gaap:Liabilities,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,us-gaap:Assets,auto
us-gaap:OtherIndefiniteLivedIntangibleAssets,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,us-gaap:Assets,auto
us-gaap:AccountsPayableAndAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:AdditionsToNoncurrentAssets,us-gaap:Assets,auto
us-gaap:AssetRetirementObligation,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationAccretionExpense,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationForeignCurrencyTranslation,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationForeignCurrencyTranslationGainLoss,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationLiabilitiesIncurred,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationLiabilitiesSettled,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationRevisionOfEstimate,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationsNoncurrent,us-gaap:Assets,auto
us-gaap:AssetsHeldForSaleAtCarryingValue,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssets,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationProjectedBenefitObligationAsset,us-gaap:Assets,auto
us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,us-gaap:Liabilities,auto
us-gaap:CommonStockNoParValue,us-gaap:StockholdersEquity,auto
us-gaap:DeferredTaxAndOtherLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueNet,us-gaap:Assets,auto
us-gaap:DerivativeAssetsCurrent,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityFairValueNet,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityFairValueNet1,us-gaap:Liabilities,auto
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,us-gaap:Assets,auto
us-gaap:InvestmentsAndOtherNoncurrentAssets,us-gaap:Assets,auto
us-gaap:LiabilitiesOfAssetsHeldForSale,us-gaap:Assets,auto
us-gaap:LongTermInvestmentsAndReceivablesNet,us-gaap:NoncurrentAssets,auto
us-gaap:NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,us-gaap:Assets,auto
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,us-gaap:Assets,auto
us-gaap:StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:ImpairmentOfLongLivedAssetsHeldForUse,us-gaap:Assets,auto
us-gaap:PaymentForContingentConsiderationLiabilityFinancingActivities,us-gaap:Liabilities,auto
us-gaap:CommonStockIncludingAdditionalPaidInCapital,us-gaap:StockholdersEquity,auto
us-gaap:CommonStocksIncludingAdditionalPaidInCapital,us-gaap:StockholdersEquity,auto
us-gaap:ContractWithCustomerAssetGross,us-gaap:Assets,auto
